CAMPUS,CACKDTL,CAMPNAME,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
'101902001,R,ALDINE HIGH SCHOOL,N,HARRIS,'101,A,ALDINE ISD,'09 - 12,S,,,'04
'101902099,,ALDINE J J A E P,N,HARRIS,'101,X,ALDINE ISD,'06 - 12,B,,,'04
'101902041,,ALDINE MIDDLE,N,HARRIS,'101,A,ALDINE ISD,'07 - 08,M,,,'04
'101902081,A,ALDINE NINTH GRADE SCHOOL,N,HARRIS,'101,A,ALDINE ISD,'09 - 09,S,,,'04
'101902101,AE,ANDERSON ACADEMY,N,HARRIS,'101,E,ALDINE ISD,'01 - 03,E,,,'04
'101902102,A,BETHUNE ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'03 - 04,E,,,'04
'101902126,,BLACK ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902131,,BUSSEY ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902128,,CALVERT ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902066,,CARAWAY INTERMEDIATE,N,HARRIS,'101,A,ALDINE ISD,'05 - 06,M,,,'04
'101902122,,CARMICHAEL ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'EE - 04,E,,,'04
'101902103,,CARROLL ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902107,,CARTER ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902002,AR,CARVER H S FOR APPLIED TECH/ENGI,N,HARRIS,'101,R,ALDINE ISD,'09 - 12,S,,,'04
'101902123,AE,CONLEY ELEMENTARY,N,HARRIS,'101,E,ALDINE ISD,'KG - 04,E,,,'04
'101902155,,DE SANTIAGO EC/PRE-K CENTER,N,HARRIS,'101,X,ALDINE ISD,'EE - PK,E,,,'04
'101902042,A,DREW ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'07 - 08,M,,,'04
'101902124,,DUNN ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'EE - 04,E,,,'04
'101902061,,ECKERT INTERMEDIATE,N,HARRIS,'101,A,ALDINE ISD,'05 - 06,M,,,'04
'101902004,R,EISENHOWER HIGH SCHOOL,N,HARRIS,'101,A,ALDINE ISD,'09 - 12,S,,,'04
'101902084,A,EISENHOWER NINTH GRADE SCHOOL,N,HARRIS,'101,A,ALDINE ISD,'09 - 09,S,,,'04
'101902121,,ERMEL ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902063,A,ESCAMILLA INTERMEDIATE,N,HARRIS,'101,R,ALDINE ISD,'05 - 06,M,,,'04
'101902105,,FRANCIS ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902106,,GOODMAN ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902048,,GRANTHAM ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'07 - 08,M,,,'04
'101902125,,GRAY ELEMENTARY,N,HARRIS,'101,E,ALDINE ISD,'KG - 04,E,,,'04
'101902006,,HALL HIGH SCHOOL,N,HARRIS,'101,P,ALDINE ISD,'09 - 12,S,,,'04
'101902043,AWS,HAMBRICK MIDDLE,N,HARRIS,'101,R,ALDINE ISD,'07 - 08,M,,,'04
'101902129,,HARRIS ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902153,,HINOJOSA EC/PRE-K CENTER,N,HARRIS,'101,X,ALDINE ISD,'EE - PK,E,,,'04
'101902046,,HOFFMAN MIDDLE,N,HARRIS,'101,A,ALDINE ISD,'07 - 08,M,,,'04
'101902062,E,HOUSTON INTERMEDIATE,N,HARRIS,'101,R,ALDINE ISD,'05 - 06,M,,,'04
'101902116,,JOHNSON ELEMENTARY,N,HARRIS,'101,A,ALDINE ISD,'KG - 04,E,,,'04
'101902151,,KEEBLE EC/PRE-K CENTER,N,HARRIS,'101,X,ALDINE ISD,'EE - PK,E,,,'04
'101902108,,LANE SCHOOL,N,HARRIS,'101,X,ALDINE ISD,'EE - 12,B,,,'04
'101902003,R,MACARTHUR HIGH SCHOOL,N,HARRIS,'101,R,ALDINE ISD,'09 - 12,S,,,'04
'101902083,,MACARTHUR NINTH GRADE SCHOOL,N,HARRIS,'101,A,ALDINE ISD,'09 - 09,S,,,'04
'101902120,E,MAGRILL ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902109,A,MENDEL ELEMENTARY,N,HARRIS,'101,E,ALDINE ISD,'KG - 04,E,,,'04
'101902005,R,NIMITZ HIGH SCHOOL,N,HARRIS,'101,A,ALDINE ISD,'09 - 12,S,,,'04
'101902085,A,NIMITZ NINTH GRADE SCHOOL,N,HARRIS,'101,R,ALDINE ISD,'09 - 09,S,,,'04
'101902069,,NORTHWEST INTERMEDIATE,N,HARRIS,'101,A,ALDINE ISD,'05 - 06,M,,,'04
'101902115,E,ODOM ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902111,AEM,OLESON ELEMENTARY,N,HARRIS,'101,E,ALDINE ISD,'KG - 04,E,,,'04
'101902112,E,ORANGE GROVE ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902065,,PARKER INTERMEDIATE,N,HARRIS,'101,A,ALDINE ISD,'05 - 06,M,,,'04
'101902113,,RAYMOND ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902104,,REECE ACADEMY,N,HARRIS,'101,X,ALDINE ISD,'PK - KG,E,,,'04
'101902068,,REED ACADEMY,N,HARRIS,'101,R,ALDINE ISD,'05 - 06,M,,,'04
'101902118,,SAMMONS ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902047,,SHOTWELL MIDDLE,N,HARRIS,'101,A,ALDINE ISD,'07 - 08,M,,,'04
'101902114,,SMITH ACADEMY,N,HARRIS,'101,A,ALDINE ISD,'KG - 04,E,,,'04
'101902064,A,STEHLIK INTERMEDIATE,N,HARRIS,'101,A,ALDINE ISD,'05 - 06,M,,,'04
'101902119,EM,STEPHENS ELEMENTARY,N,HARRIS,'101,E,ALDINE ISD,'KG - 04,E,,,'04
'101902127,,STOVALL ACADEMY,N,HARRIS,'101,A,ALDINE ISD,'KG - 04,E,,,'04
'101902044,S,STOVALL MIDDLE,N,HARRIS,'101,A,ALDINE ISD,'07 - 08,M,,,'04
'101902045,,TEAGUE MIDDLE,N,HARRIS,'101,A,ALDINE ISD,'07 - 08,M,,,'04
'101902117,E,THOMPSON ELEMENTARY,N,HARRIS,'101,R,ALDINE ISD,'KG - 04,E,,,'04
'101902154,,VINES EC/PRE-K CENTER,N,HARRIS,'101,X,ALDINE ISD,'EE - PK,E,,,'04
'101902067,A,WILSON INTERMEDAITE,N,HARRIS,'101,A,ALDINE ISD,'05 - 06,M,,,'04
'101902110,AEM,WORSHAM ELEMENTARY,N,HARRIS,'101,E,ALDINE ISD,'KG - 04,E,,,'04
'184907001,ADTRMS,ALEDO HIGH SCHOOL,N,PARKER,'184,R,ALEDO ISD,'09 - 12,S,,,'11
'184907002,,ALEDO LEARNING CENTER,N,PARKER,'184,X,ALEDO ISD,'09 - 12,S,,,'11
'184907041,EWMS,ALEDO MIDDLE SCHOOL,N,PARKER,'184,R,ALEDO ISD,'07 - 08,M,,,'11
'184907102,EWM,CODER ELEMENTARY,N,PARKER,'184,E,ALEDO ISD,'EE - 04,E,,,'11
'184907110,EMN,MCANALLY INTERMEDIATE,N,PARKER,'184,R,ALEDO ISD,'05 - 06,M,,,'11
'184907103,EWM,STUARD ELEMENTARY,N,PARKER,'184,E,ALEDO ISD,'KG - 04,E,,,'11
'184907101,EWM,VANDAGRIFF ELEMENTARY,N,PARKER,'184,E,ALEDO ISD,'KG - 04,E,,,'11
'125901043,,ADAMS MIDDLE,N,JIM WELLS,'125,A,ALICE ISD,'07 - 08,M,,,'02
'125901001,R,ALICE H S,N,JIM WELLS,'125,A,ALICE ISD,'09 - 12,S,,,'02
'125901041,,DUBOSE INTERMEDIATE,N,JIM WELLS,'125,A,ALICE ISD,'05 - 06,M,,,'02
'125901102,M,GARCIA EL,N,JIM WELLS,'125,E,ALICE ISD,'KG - 04,E,,,'02
'125901101,WM,HILLCREST EL,N,JIM WELLS,'125,R,ALICE ISD,'KG - 04,E,,,'02
'125901042,,MEMORIAL INTERMEDIATE,N,JIM WELLS,'125,A,ALICE ISD,'05 - 06,M,,,'02
'125901104,EW,NOONAN EL,N,JIM WELLS,'125,R,ALICE ISD,'EE - 04,E,,,'02
'125901105,,SAENZ EL,N,JIM WELLS,'125,A,ALICE ISD,'EE - 04,E,,,'02
'125901106,WM,SALAZAR EL,N,JIM WELLS,'125,R,ALICE ISD,'KG - 04,E,,,'02
'125901107,E,SCHALLERT EL,N,JIM WELLS,'125,R,ALICE ISD,'PK - 04,E,,,'02
'101903045,,ALBRIGHT MIDDLE,N,HARRIS,'101,A,ALIEF ISD,'07 - 08,M,,,'04
'101903114,,ALEXANDER EL,N,HARRIS,'101,A,ALIEF ISD,'PK - 04,E,,,'04
'101903047,,ALIEF ISD J J A E P,N,HARRIS,'101,X,ALIEF ISD,'07 - 10,S,,,'04
'101903005,,ALIEF LEARNING CTR,N,HARRIS,'101,X,ALIEF ISD,'10 - 10,S,,,'04
'101903041,,ALIEF MIDDLE,N,HARRIS,'101,A,ALIEF ISD,'06 - 08,M,,,'04
'101903118,,BEST EL,N,HARRIS,'101,A,ALIEF ISD,'EE - 04,E,,,'04
'101903102,,BOONE EL,N,HARRIS,'101,R,ALIEF ISD,'PK - 04,E,,,'04
'101903145,EM,BUDEWIG INTERMEDIATE,N,HARRIS,'101,A,ALIEF ISD,'05 - 06,M,,,'04
'101903121,,BUSH EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 04,E,,,'04
'101903104,,CHAMBERS EL,N,HARRIS,'101,R,ALIEF ISD,'PK - 04,E,,,'04
'101903108,E,CHANCELLOR EL,N,HARRIS,'101,A,ALIEF ISD,'EE - 05,E,,,'04
'101903122,,COLLINS ELEMENTARY,N,HARRIS,'101,A,ALIEF ISD,'PK - 05,E,,,'04
'101903112,,CUMMINGS EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 04,E,,,'04
'101903002,R,ELSIK H S,N,HARRIS,'101,A,ALIEF ISD,'09 - 12,S,,,'04
'101903001,R,HASTINGS H S,N,HARRIS,'101,A,ALIEF ISD,'09 - 12,S,,,'04
'101903115,,HEARNE EL,N,HARRIS,'101,A,ALIEF ISD,'EE - 04,E,,,'04
'101903111,,HEFLIN EL,N,HARRIS,'101,R,ALIEF ISD,'PK - 04,E,,,'04
'101903120,E,HICKS EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 04,E,,,'04
'101903044,,HOLUB MIDDLE,N,HARRIS,'101,A,ALIEF ISD,'07 - 09,M,,,'04
'101903107,A,KENNEDY EL,N,HARRIS,'101,A,ALIEF ISD,'EE - 05,E,,,'04
'101903006,AR,KERR H S,N,HARRIS,'101,R,ALIEF ISD,'09 - 12,S,,,'04
'101903043,,KILLOUGH MIDDLE,N,HARRIS,'101,A,ALIEF ISD,'07 - 08,M,,,'04
'101903141,,KLENTZMAN INT,N,HARRIS,'101,A,ALIEF ISD,'05 - 06,M,,,'04
'101903116,,LANDIS EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 04,E,,,'04
'101903109,EM,LIESTMAN EL,N,HARRIS,'101,R,ALIEF ISD,'PK - 05,E,,,'04
'101903106,,MAHANAY EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 05,E,,,'04
'101903103,,MARTIN EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 04,E,,,'04
'101903143,,MATA INTERMEDIATE,N,HARRIS,'101,A,ALIEF ISD,'05 - 06,M,,,'04
'101903144,,MILLER INTERMEDIATE,N,HARRIS,'101,A,ALIEF ISD,'04 - 06,E,,,'04
'101903046,,O'DONNELL MIDDLE,N,HARRIS,'101,A,ALIEF ISD,'07 - 09,M,,,'04
'101903042,,OLLE MIDDLE,N,HARRIS,'101,A,ALIEF ISD,'07 - 08,M,,,'04
'101903119,EWM,OUTLEY EL,N,HARRIS,'101,E,ALIEF ISD,'EE - 06,E,,,'04
'101903140,,OWENS INT,N,HARRIS,'101,A,ALIEF ISD,'05 - 06,M,,,'04
'101903110,,PETROSKY EL,N,HARRIS,'101,A,ALIEF ISD,'PK - 04,E,,,'04
'101903113,,REES EL,N,HARRIS,'101,R,ALIEF ISD,'PK - 04,E,,,'04
'101903105,,SMITH EL,N,HARRIS,'101,R,ALIEF ISD,'PK - 04,E,,,'04
'101903117,,SNEED EL,N,HARRIS,'101,R,ALIEF ISD,'EE - 04,E,,,'04
'101903003,,TAYLOR HIGH SCHOOL,N,HARRIS,'101,A,ALIEF ISD,'09 - 12,S,,,'04
'101903101,,YOUENS EL,N,HARRIS,'101,A,ALIEF ISD,'EE - 05,E,,,'04
'101903142,,YOUNGBLOOD INT,N,HARRIS,'101,A,ALIEF ISD,'05 - 06,M,,,'04
'101815101,AEWM,ALIEF MONTESSORI COMMUNITY SCHOOL,Y,HARRIS,'101,R,ALIEF MONTESSORI COMMUNITY SCHOOL,'PK - 05,E,,,'04
'043901001,APTR,ALLEN H S,N,COLLIN,'043,R,ALLEN ISD,'09 - 12,S,,,'10
'043901102,AEN,ALTON BOYD EL,N,COLLIN,'043,A,ALLEN ISD,'EE - 06,E,,,'10
'043901105,AEWMN,ALVIS C STORY EL,N,COLLIN,'043,R,ALLEN ISD,'EE - 06,E,,,'10
'043901110,AEWMN,BOLIN ELEMENTARY SCHOOL,N,COLLIN,'043,R,ALLEN ISD,'EE - 06,E,,,'10
'043901101,AEW,D L ROUNTREE EL,N,COLLIN,'043,R,ALLEN ISD,'EE - 06,E,,,'10
'043901107,AEWMN,FLOSSIE FLOYD GREEN EL,N,COLLIN,'043,E,ALLEN ISD,'EE - 06,E,,,'10
'043901108,AEWMN,FRANCES E NORTON EL,N,COLLIN,'043,E,ALLEN ISD,'EE - 06,E,,,'10
'043901104,AEWN,GENE M REED EL,N,COLLIN,'043,R,ALLEN ISD,'EE - 06,E,,,'10
'043901109,AEWMN,GEORGE J ANDERSON EL,N,COLLIN,'043,R,ALLEN ISD,'KG - 06,E,,,'10
'043901112,EWM,JAMES AND MARGIE MARION ELEMENTAR,N,COLLIN,'043,R,ALLEN ISD,'EE - 06,E,,,'10
'043901111,AEWMN,KERR ELEMENTARY SCHOOL,N,COLLIN,'043,R,ALLEN ISD,'KG - 06,E,,,'10
'043901002,A,LOWERY FRESHMAN CENTER,N,COLLIN,'043,R,ALLEN ISD,'09 - 09,S,,,'10
'043901106,AEWMN,MAX O VAUGHAN EL,N,COLLIN,'043,E,ALLEN ISD,'KG - 06,E,,,'10
'043901042,S,W E PETE FORD MIDDLE,N,COLLIN,'043,R,ALLEN ISD,'07 - 08,M,,,'10
'043901043,AEWS,WALTER & LOIS CURTIS MIDDLE,N,COLLIN,'043,R,ALLEN ISD,'07 - 08,M,,,'10
'057832001,,ALPHA CHARTER SCHOOL,Y,DALLAS,'057,P,ALPHA CHARTER SCHOOL,'KG - 12,B,,,'10
'101817001,,ALPHONSO CRUTCH'S-LIFE SUPPORT CE,Y,HARRIS,'101,P,ALPHONSO CRUTCH'S-LIFE SUPPORT CEN,'06 - 12,B,,,'04
'022901101,EW,ALPINE EL,N,BREWSTER,'022,R,ALPINE ISD,'EE - 04,E,,,'18
'022901001,R,ALPINE H S,N,BREWSTER,'022,R,ALPINE ISD,'09 - 12,S,,,'18
'022901041,,ALPINE MIDDLE,N,BREWSTER,'022,R,ALPINE ISD,'05 - 08,M,,,'18
'037901101,,ALTO EL,N,CHEROKEE,'037,R,ALTO ISD,'PK - 04,E,,,'07
'037901001,AR,ALTO H S,N,CHEROKEE,'037,A,ALTO ISD,'09 - 12,S,,,'07
'037901041,AWS,ALTO MIDDLE,N,CHEROKEE,'037,A,ALTO ISD,'05 - 08,M,,,'07
'126901102,E,ALVARADO EL-NORTH,N,JOHNSON,'126,R,ALVARADO ISD,'EE - 04,E,,,'11
'126901101,,ALVARADO EL-SOUTH,N,JOHNSON,'126,R,ALVARADO ISD,'PK - 04,E,,,'11
'126901001,R,ALVARADO H S,N,JOHNSON,'126,A,ALVARADO ISD,'07 - 12,S,,,'11
'126901104,,ALVARADO INT,N,JOHNSON,'126,A,ALVARADO ISD,'05 - 06,M,,,'11
'126901041,W,ALVARADO J H,N,JOHNSON,'126,A,ALVARADO ISD,'07 - 08,M,,,'11
'126901103,,LILLIAN EL,N,JOHNSON,'126,R,ALVARADO ISD,'PK - 04,E,,,'11
'020901101,E,ALVIN ELEMENTARY,N,BRAZORIA,'020,A,ALVIN ISD,'04 - 06,E,,,'04
'020901001,,ALVIN HIGH SCHOOL,N,BRAZORIA,'020,A,ALVIN ISD,'09 - 12,S,,,'04
'020901041,,ALVIN J H,N,BRAZORIA,'020,R,ALVIN ISD,'07 - 08,M,,,'04
'020901102,EM,ALVIN PRI,N,BRAZORIA,'020,E,ALVIN ISD,'PK - 03,E,,,'04
'020901044,,ASSETS LEARNING CTR,N,BRAZORIA,'020,A,ALVIN ISD,'07 - 09,M,,,'04
'020901200,,DAY STAR RESIDENTIAL,N,BRAZORIA,'020,X,ALVIN ISD,'EE - 12,B,,,'04
'020901110,EMN,DON JETER ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'PK - 06,E,,,'04
'020901105,WM,E C MASON ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,,,'04
'020901043,,G W HARBY J H,N,BRAZORIA,'020,R,ALVIN ISD,'06 - 08,M,,,'04
'020901109,EWM,HOOD-CASE ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,,,'04
'020901104,MN,LONGFELLOW ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'04 - 06,E,,,'04
'020901042,W,MANVEL J H,N,BRAZORIA,'020,A,ALVIN ISD,'07 - 08,M,,,'04
'020901103,,MARK TWAIN PRIMARY,N,BRAZORIA,'020,E,ALVIN ISD,'EE - 03,E,,,'04
'020901108,,MELBA PASSMORE ELEMENTARY,N,BRAZORIA,'020,R,ALVIN ISD,'EE - 06,E,,,'04
'020901106,EM,R L STEVENSON PRIMARY,N,BRAZORIA,'020,E,ALVIN ISD,'EE - 03,E,,,'04
'020901107,,WALT DISNEY ELEMENTARY,N,BRAZORIA,'020,A,ALVIN ISD,'03 - 06,E,,,'04
'249901101,EWM,ALVORD EL,N,WISE,'249,A,ALVORD ISD,'PK - 05,E,,,'11
'249901001,ATR,ALVORD H S,N,WISE,'249,R,ALVORD ISD,'09 - 12,S,,,'11
'249901041,AEWMS,ALVORD MIDDLE SCHOOL,N,WISE,'249,R,ALVORD ISD,'06 - 08,M,,,'11
'188901003,DMN,AMARILLO AREA CTR FOR ADVANCED LR,N,POTTER,'188,E,AMARILLO ISD,'09 - 12,S,,,'16
'188901001,PTRS,AMARILLO H S,N,POTTER,'188,A,AMARILLO ISD,'09 - 12,S,,,'16
'188901041,,AUSTIN MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
'188901101,N,AVONDALE EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901102,EWMN,BELMAR EL,N,POTTER,'188,R,AMARILLO ISD,'EE - 05,E,,,'16
'188901103,EW,BIVINS EL,N,POTTER,'188,R,AMARILLO ISD,'PK - 05,E,,,'16
'188901048,EWS,BONHAM MIDDLE,N,POTTER,'188,A,AMARILLO ISD,'06 - 08,M,,,'16
